1,65536,0,1049600,65536,0,0
1,64,8,0,65600,0,0
1,65536,8388616,1048576,65536,0,0
1,65600,8388608,1048576,65536,0,0
1,0,8200,1048576,65600,8396800,0
1,64,8396800,1024,65600,0,0
1,65600,8,0,65536,0,0
1,65600,8388616,1049600,65536,0,0
1,0,8396800,1049600,65600,8388608,0
1,65600,0,1048576,65536,0,0
1,65536,8396800,1049600,65536,0,0
1,64,0,1024,65600,0,0
1,64,8396800,1049600,65600,0,0
1,65536,8192,1024,65536,0,0
1,65600,0,1049600,65536,0,0
1,65536,8396800,0,65536,0,0
1,65600,8200,0,65536,0,0
1,0,0,1024,65600,8396808,1049600
1,0,8192,0,65600,8396800,0
1,64,0,1049600,65600,0,0
1,65600,8200,1024,65536,0,0
1,64,8192,1048576,65600,0,0
1,65600,8396800,0,65536,0,0
1,65600,8396808,1024,65536,0,0
1,0,8396808,1048576,65600,8388608,0
1,64,8192,1024,65600,0,0
1,65536,8388616,1024,65536,0,0
1,65600,8,1049600,65536,0,0
1,65536,8388616,0,65536,0,0
1,65536,8192,0,65536,0,0
1,65536,8200,1049600,65536,0,0
1,65600,8388608,0,65536,0,0
1,65600,8396808,1049600,65536,0,0
1,0,8396800,1048576,65600,8388608,0
1,65600,8,1024,65536,0,0
1,64,8388608,1049600,65600,0,0
1,65536,0,1024,65536,0,0
1,65600,8388608,1049600,65536,0,0
1,65600,8396800,1049600,65536,0,0
1,0,8388616,0,65600,8388608,0
1,65536,8192,1049600,65536,0,0
1,0,0,1049600,65600,8396808,1048576
1,64,8,1049600,65600,0,0
1,65600,8388616,1048576,65536,0,0
1,64,8388608,1048576,65600,0,0
1,0,8388616,1024,65600,8388608,0
1,65600,0,1024,65536,0,0
1,64,8388616,1049600,65600,0,0
1,65536,0,0,65536,0,0
1,64,8396800,0,65600,0,0
1,65600,8,1048576,65536,0,0
1,65536,8388608,0,65536,0,0
1,65536,8200,0,65536,0,0
1,65536,8396808,1048576,65536,0,0
1,0,8200,1024,65600,8396800,0
1,0,8200,1049600,65600,8396800,0
1,65536,8,0,65536,0,0
1,65536,8388616,1049600,65536,0,0
1,64,8388616,0,65600,0,0
1,65536,8,1048576,65536,0,0
1,0,8396808,1024,65600,8388608,0
1,65536,8388608,1049600,65536,0,0
1,65600,8396800,1024,65536,0,0
1,65536,8388608,1048576,65536,0,0
1,64,8200,1024,65600,0,0
1,0,8,0,65600,8396808,0
1,65536,0,1048576,65536,0,0
1,65536,8,1024,65536,0,0
1,65536,8396808,1024,65536,0,0
1,65536,8388608,1024,65536,0,0
1,64,8396808,1048576,65600,0,0
1,65600,8200,1049600,65536,0,0
1,65600,8388616,1024,65536,0,0
1,0,0,0,65600,8396808,1049601
1,64,8388616,1024,65600,0,0
1,64,8388608,1024,65600,0,0
1,0,8,1048576,65600,8396808,0
1,65536,8396800,1024,65536,0,0
1,65600,8192,1049600,65536,0,0
1,65600,8396808,1048576,65536,0,0
1,0,8192,1048576,65600,8396800,0
1,64,8396808,1024,65600,0,0
1,65536,8192,1048576,65536,0,0
1,65600,8396808,0,65536,0,0
1,0,8388608,1048576,65600,8388608,0
1,64,8396800,1048576,65600,0,0
1,0,8388616,1049600,65600,8388608,0
1,0,8,1049600,65600,8396808,0
1,64,8200,1049600,65600,0,0
1,65600,8388616,0,65536,0,0
1,0,8192,1024,65600,8396800,0
1,64,8200,1048576,65600,0,0
1,0,8396800,0,65600,8388608,0
1,65536,8200,1024,65536,0,0
1,65600,0,0,65536,0,0
1,64,8192,1049600,65600,0,0
1,64,8396808,1049600,65600,0,0
1,0,8192,1049600,65600,8396800,0
1,64,8200,0,65600,0,0
1,64,8192,0,65600,0,0
1,0,8388616,1048576,65600,8388608,0
1,64,8388608,0,65600,0,0
1,65536,8396800,1048576,65536,0,0
1,0,8,1024,65600,8396808,0
1,65536,8396808,1049600,65536,0,0
1,65600,8192,0,65536,0,0
1,0,0,1048576,65600,8396808,1048576
1,0,8200,0,65600,8396800,0
1,65600,8200,1048576,65536,0,0
1,65536,8396808,0,65536,0,0
1,65600,8192,1048576,65536,0,0
1,0,8396800,1024,65600,8388608,0
1,0,8396808,0,65600,8388608,0
1,0,8396808,1049600,65600,8388608,0
1,64,0,0,65600,0,0
1,65600,8396800,1048576,65536,0,0
1,65600,8388608,1024,65536,0,0
1,0,8388608,1024,65600,8388608,0
1,64,8388616,1048576,65600,0,0
1,64,8396808,0,65600,0,0
1,65536,8200,1048576,65536,0,0
1,0,8388608,0,65600,8388608,0
1,65600,8192,1024,65536,0,0
1,65536,8,1049600,65536,0,0
1,64,8,1024,65600,0,0
1,64,8,1048576,65600,0,0
1,64,0,1048576,65600,0,0
1,0,8388608,1049600,65600,8388608,0
2,32,4194304,0,32800,0,0
2,32,4096,524288,32800,0,0
2,32768,0,0,32768,0,0
2,0,4194308,0,32800,4194304,0
2,0,4198404,524288,32800,4194304,0
2,32800,0,0,32768,0,0
2,32768,4198400,524288,32768,0,0
2,32768,4,0,32768,0,0
